John Taylor;1600;Writer known as 'The Water Poet';['mw133470.jpg']
John Taylor;1600;Brother of Brook Taylor;['mw08092.jpg']
John Ogilby;1600;Publisher and geographer;['mw138624.jpg']
Sir John Oglander;1600;Diarist;['mw114391.jpg']
John Nash;1600;Alderman of Worcester;['mw135920.jpg']
Albrecht Wallenstein, Duke of Friedland;1600;Austrian soldier;['mw42348.jpg']
Edmund Waller;1600;Poet;['mw06554.jpg']
Sir William Waller;1600;Parliamentary general;['mw08007.jpg']
Edward Rainbow (Rainbowe);1600;Bishop of Carlisle;['mw137042.jpg']
Sir Richard Rainsford;1600;Judge;['mw05202.jpg']
Sir John Ogle;1600;Army officer;['mw120838.jpg']
Ernst Casimir, Count of Nassau;1600;Field marshal and Stadtholder of Friesland;['mw129444.jpg']
John Wallis;1600;Mathematician;['mw06558.jpg']
Dorothy (née Coventry), Lady Pakington;1600;Writer, reputed author of 'The Whole Duty of Man';['mw139818.jpg']
Walter Ralegh;1600;Eldest son of Sir Walter Ralegh;['mw05205.jpg']
Nathaniel Taylor;1600;Brother of Brook Taylor;['mw08092.jpg']
Thomas Taylor;1600;Puritan divine;['mw119042.jpg']
Tobias Venner;1600;Medical writer;['mw122708.jpg']
Edward Lake;1600;Church of England clergyman;['mw137175.jpg']
John Lake;1600;Bishop of Chichester;['mw01430.jpg']
John Okey;1600;Parliamentary commander and regicide;['mw132228.jpg']
Nicolaus Claudius Fabricius;1600;Magistrate, antiquarian, scholar and patron of arts and science;['mw129547.jpg']
James Nayler;1600;Quaker preacher and writer;['mw268463.jpg']
Sir Edward Walpole;1600;Politician, MP for King's Lynn;['mw138244.jpg']
John Gadbury;1600;Astrologer;['mw136208.jpg']
Sir Peyton Ventris;1600;Judge and politician;['mw142067.jpg']
Horace Vere, Baron Vere of Tilbury;1600;Soldier;['mw06493.jpg']
Mary Vere (née Tracy), Lady Vere;1600;Gentlewoman and patron of ministers, former wife of William Hoby, and later wife of Sir Horace Vere;['mw133723.jpg']
Theodore Haak;1600;German Calvinist scholar;['mw140603.jpg']
John Hacket;1600;Bishop of Lichfield and Coventry;['mw117603.jpg']
John Oldham;1600;Poet;['mw138613.jpg']
Samuel Fairclough;1600;Nonconformist divine;['mw135604.jpg']
Ferdinando Fairfax, 2nd Lord Fairfax of Cameron;1600;Parliamentary general;['mw132191.jpg']
Thomas Fairfax, 3rd Lord Fairfax of Cameron;1600;Parliamentary Commander-in-Chief;['mw02164.jpg']
Anne (née de Vere), Lady Fairfax;1600;Wife of 3rd Baron Fairfax;['mw134484.jpg']
William Sancroft;1600;Archbishop of Canterbury;['mw05605.jpg']
William Walsh;1600;Poet and critic;['mw06568.jpg']
Sir Geoffrey Palmer, 1st Bt;1600;Attorney-General;['mw04838.jpg']
Herbert Palmer;1600;Church of England clergyman and college head;['mw131376.jpg']
Thomas Jacombe;1600;Nonconformist divine;['mw137431.jpg']
Sir Edward Gage, Bt;1600;Nobleman;['mw138254.jpg']
Sir Henry Gage;1600;Soldier, royalist and Governor of Oxford;['mw02379.jpg']
Sir Edmund Verney;1600;Soldier;['mw07994.jpg']
Sir Greville Verney;1600;Knight of the Bath;['mw138156.jpg']
William Verney;1600;Son of Sir Greville Verney;['mw138129.jpg']
George Vernon;1600;Politician, MP for Derby and builder of Sudbury Hall;['mw118825.jpg']
Anne Oliver;1600;Wife of Peter Oliver;['mw04738.jpg']
Thomas Sanders;1600;Politician and Parliamentarian Colonel;['mw135832.jpg']
Richard Neile;1600;Archbishop of York;['mw292285.jpg']
Benjamin Keach;1600;Baptist preacher and writer;['mw142032.jpg']
King James II;1600;Reigned 1685-88;['mw00154.jpg']
James Scott, Duke of Monmouth and Buccleuch;1600;Son of Charles II and Lucy Walter;['mw04468.jpg']
James Vernon;1600;Secretary of State;['mw06498.jpg']
Thomas Vernon;1600;Law reporter and politician;['mw143919.jpg']
John Lambert;1600;Parliamentary general;['mw03724.jpg']
Henry Cary, 1st Viscount Falkland;1600;Lord Deputy of Ireland;['mw131008.jpg']
Lucius Cary, 2nd Viscount Falkland;1600;Courtier;['mw02168.jpg']
Robert Sanderson;1600;Bishop of Lincoln;['mw137006.jpg']
Sir William Sanderson;1600;Historian;['mw121888.jpg']
Francis Sandford;1600;Herald;['mw05611.jpg']
Thomas Parker, 1st Earl of Macclesfield;1600;Lord Chancellor;['mw04100.jpg']
Thomas Macclesfield (Maxfield);1600;Roman Catholic priest and martyr;['mw129123.jpg']
Brian or Bryan Walton;1600;Bishop of Chester;['mw135503.jpg']
Izaak Walton;1600;Author of 'The Compleat Angler';['mw06573.jpg']
Thomas Papillon;1600;Merchant and politician;['mw04860.jpg']
Pierce Tempest;1600;Publisher;['mw141125.jpg']
Dorothy, Lady Temple;1600;Letter writer, wife of Sir William Temple;['mw06232.jpg']
Eleanor (née Tyrrell), Lady Temple;1600;Wife of Sir Peter Temple of Stanton Bury;['mw136298.jpg']
John Wenceslaus, Count Gallas;1600;Austrian envoy to Queen Anne;['mw36589.jpg']
Mordecai Abbot;1600;Receiver General of the customs;['mw142056.jpg']
Count Ferdinando d'Ada;1600;Papal Nuncio to King James II of Scotland;['mw141296.jpg']
John La Motte;1600;Merchant;['mw118386.jpg']
Edward Montagu, 1st Earl of Sandwich;1600;Admiral;['mw07862.jpg']
Jemimah Montagu (née Crew), Countess of Sandwich;1600;Wife of Edward Montagu, 1st Earl of Sandwich;['mw38426.jpg']
Robert Nelson;1600;Religious writer;['mw142302.jpg']
William Walwyn;1600;Pamphleteer;['mw138397.jpg']
Christopher Wandesforde;1600;Lord Deputy of Ireland;['mw06577.jpg']
William Ireland (William Ironmonger);1600;Jesuit;['mw137670.jpg']
Henry Ireton;1600;Parliamentary general;['mw03380.jpg']
Eleanor Pargiter (née Guise, formerly Washington);1600;Former wife of Laurence Washington, and later wife of Sir William Pargiter;['mw136311.jpg']
Sir William Temple, Bt;1600;Diplomat and writer;['mw06236.jpg']
David Teniers Jr;1600;Artist;['mw134186.jpg']
Thomas Tenison;1600;Archbishop of Canterbury;['mw06238.jpg']
John Earle;1600;Divine and writer, author of 'Microcosmographie';['mw02002.jpg']
James Daillon, Count de Lude;1600;Preacher;['mw144421.jpg']
William Lancaster;1600;Divine;['mw14130.jpg']
Thomas Fanshawe, 1st Viscount Fanshawe of Dromore;1600;Politician and exchequer official, MP for Hereford;['mw129736.jpg']
Ann (née Harrison), Lady Fanshawe;1600;Author of recipe book and memoirs;['mw36512.jpg']
Sir Richard Fanshawe;1600;Diplomat and translator;['mw117138.jpg']
George Sandys;1600;Writer and traveller;['mw204054.jpg']
John Nesbitt;1600;Nonconformist minister;['mw143854.jpg']
Christopher Ness;1600;Independent minister;['mw137525.jpg']
Caspar Netscher;1600;Dutch artist;['mw80110.jpg']
Theophilus Neuberger;1600;Court preacher and minister;['mw197422.jpg']
Humphrey Wanley;1600;Librarian and antiquary;['mw06578.jpg']
Henri de Massue de Ruvigny, 1st Earl of Galway;1600;General;['mw141658.jpg']
Samuel Dale;1600;Physician;['mw14251.jpg']
Richard Onslow, 1st Baron Onslow;1600;Speaker of the House of Commons;['mw117533.jpg']
Edward Ward;1600;Burlesque poet;['mw36283.jpg']
Sir Edward Ward;1600;Lawyer and Judge;['mw196733.jpg']
George Parker;1600;Almanac maker;['mw142338.jpg']
Breide Rantzau;1600;Member of the Rantzau family;['mw129527.jpg']
Christian Rantzau;1600;Member of the Rantzau family;['mw129527.jpg']
Frederik Rantzau;1600;Courtier;['mw40549.jpg']
Heinrich Rantzau der Jüngere;1600;Member of the Rantzau family;['mw129527.jpg']
Josias Rantzau;1600;German soldier;['mw129527.jpg']
James Janeway;1600;Nonconformist minister;['mw137516.jpg']
Juan de Tassis, Count of Villa Mediana;1600;Delegate at the Somerset House Conference;['mw00166.jpg']
Lord Francis Villiers;1600;Son of 1st Duke of Buckingham;['mw133264.jpg']
Jacob Adriaensz. Backer;1600;Painter;['mw134200.jpg']
Sir John Backhouse;1600;Director of New River Company;['mw00258.jpg']
Sir Nathaniel Bacon;1600;Country gentleman and painter;['mw278735.jpg']
Sir Matthew Hale;1600;Lord Chief Justice;['mw02820.jpg']
John Hales;1600;Scholar;['mw131274.jpg']
Sir Charles Caesar;1600;Judge;['mw00996.jpg']
Sir John Caesar;1600;Landowner, second son of Sir Julius Caesar;['mw132381.jpg']
James Scott, Earl of Dalkeith;1600;Son of James Scott, Duke of Monmouth and Buccleuch;['mw141166.jpg']
Frederick Henry, Prince of Orange, Count of Nassau;1600;Prince of Orange;['mw130016.jpg']
Amalia of Solms-Braunfels;1600;Wife of Frederick Henry, Prince of Orange;['mw130016.jpg']
Richard Neville;1600;Soldier;['mw07724.jpg']
David Lesley, 1st Baron Newark;1600;Army officer;['mw135846.jpg']
Isabella Stuart;1600;Daughter of James II and Mary of Modena;['mw136571.jpg']
Edward Terry;1600;Travel writer;['mw135594.jpg']
George Savile, 1st Marquess of Halifax;1600;Political philosopher;['mw02828.jpg']
Charles Montagu, 1st Earl of Halifax;1600;Financier;['mw02824.jpg']
Benjamin Calamy;1600;Anglican divine;['mw137180.jpg']
Edmund Calamy;1600;Clergyman and ejected minister;['mw137516.jpg']
Edward Russell, Earl of Orford;1600;Admiral;['mw78257.jpg']
George Farquhar;1600;Dramatist;['mw36514.jpg']
Katherine Livingston (née Howard), Viscountess Newburgh;1600;Royalist conspirator, former wife of George Stuart, and later wife of James Livingston, Viscount Newburgh;['mw134479.jpg']
Henry Cavendish, 2nd Duke of Newcastle-upon-Tyne;1600;Politician, Master of the Robes and Governor of Berwick-upon-Tweed;['mw135397.jpg']
Seth Ward;1600;Bishop of Salisbury;['mw06592.jpg']
John Parkinson;1600;Herbalist and apothecary;['mw133165.jpg']
Margaret (née Sackville), Countess of Thanet;1600;Wife of 2nd Earl of Thanet;['mw202743.jpg']
John Bagford;1600;Shoemaker and collector;['mw67292.jpg']
Hans Bagger;1600;Bishop of Zealand;['mw142048.jpg']
Michael Dalton;1600;Barrister and legal writer;['mw129301.jpg']
Marmaduke Langdale, 1st Baron Langdale of Holme;1600;Royalist Army Officer;['mw136728.jpg']
Lady Mary Langham (née Alston);1600;Wife of Sir James Langham;['mw118389.jpg']
John Holles, Duke of Newcastle-upon-Tyne;1600;Landowner and politician;['mw80380.jpg']
Henry Newcome;1600;Nonconformist minister;['mw57842.jpg']
Sir Patience Warde;1600;Lord Mayor of London;['mw40641.jpg']
Samuel Keme;1600;Puritan divine;['mw135714.jpg']
John Caldwell (John Fenwick);1600;Jesuit;['mw123404.jpg']
Nicholas Lanier;1600;Master of the King's music and artist;['mw134265.jpg']
James Butler, 1st Duke of Ormonde;1600;Statesman and royalist soldier, commander of the royalist forces in Ireland;['mw04769.jpg']
Mary Butler (née Somerset), Duchess of Ormonde;1600;Lady of the Bedchamber and second wife of 2nd Duke of Ormonde;['mw142393.jpg']
Charles Cheyne, 1st Viscount Newhaven;1600;Politician and government official;['mw135397.jpg']
Sir James Ware;1600;Antiquary and historian;['mw136214.jpg']
Jean Warin (Varin);1600;Sculptor, medallist and goldsmith;['mw134210.jpg']
Thomas Ken;1600;Bishop of Bath and Wells;['mw01430.jpg']
Thomas Parnell;1600;Poet;['mw201381.jpg']
Christian Ravis (Christianus Ravius);1600;Oriental and biblical scholar;['mw136429.jpg']
Sir George Rawdon, 1st Bt;1600;Army officer and politician;['mw138068.jpg']
Helen (née Graham), Lady Rawdon;1600;Wife of Sir Arthur Rawdon, 2nd Bt;['mw38253.jpg']
John Jeffery;1600;Church of England clergyman;['mw141759.jpg']
Edward Winnington Jeffreyes (Jeffries);1600;Queen's Counsel and King's Counsel, barrister and Conservative politician, MP for Droitwich;['mw194866.jpg']
George Jeffreys, 1st Baron Jeffreys of Wem;1600;Judge and Lord Chancellor;['mw07538.jpg']
John Hall;1600;Bishop of Bristol;['mw142958.jpg']
John Hall;1600;Jacobite, Executed for Treason;['mw192046.jpg']
Joseph Hall;1600;Bishop of Exeter and Norwich;['mw131175.jpg']
James Calthorpe;1600;Sheriff of Norfolk;['mw116064.jpg']
William Dampier;1600;Circumnavigator and hydrographer;['mw01706.jpg']
Henry Danvers, Earl of Danby;1600;Army officer and administrator;['mw130846.jpg']
Benjamin Lany;1600;Bishop of Ely;['mw195938.jpg']
Thomas Belasyse, 1st Earl Fauconberg;1600;Son-in-law of Oliver Cromwell;['mw134426.jpg']
Mary (née Cromwell), Countess Fauconberg;1600;Wife of 1st Earl Fauconberg, daughter of Oliver Cromwell;['mw136286.jpg']
Thomas Bellasis, Viscount Fauconberg;1600;Politician, MP for Thirsk;['mw130904.jpg']
Mountjoy Blount, 1st Earl of Newport;1600;Royalist;['mw02634.jpg']
Curwen Rawlinson;1600;Nobleman;['mw137014.jpg']
Vincent Voiture;1600;French poet;['mw135110.jpg']
Thomas Larkham;1600;Independent minister;['mw227514.jpg']
John Newte;1600;Church of England clergyman;['mw143054.jpg']
Lady Trevor Warner (née Hanmer);1600;Carthusian nun;['mw139842.jpg']
William Parsons;1600;Army officer and publisher;['mw142351.jpg']
John Ray;1600;Naturalist;['mw05234.jpg']
Sir Samuel Garth;1600;Physician and poet;['mw02429.jpg']
Lucas Vorsterman;1600;Engraver and publisher;['mw134253.jpg']
Gerardus Joannes Vossius;1600;Humanist scholar and author;['mw131311.jpg']
Simon Vouet;1600;Artist;['mw129558.jpg']
Sir Robert Vyner (Viner), Bt;1600;Goldsmith and banker, Lord Mayor of London;['mw08291.jpg']
Sir Thomas Vyner, 1st Bt;1600;Banker and Lord Mayor of London;['mw06532.jpg']
Edmond Halley;1600;Astronomer;['mw09662.jpg']
Marcellus Laroon;1600;Painter;['mw60495.jpg']
William Fiennes, 1st Viscount Saye and Sele;1600;Businessman and politician, Lord Privy Seal;['mw130860.jpg']
Sir Isaac Newton;1600;Mathematical scientist;['mw09092.jpg']
John Newton;1600;Mathematician, astronomer and advocate of educational reform;['mw137295.jpg']
John Partridge;1600;Astrologer and almanac writer;['mw139097.jpg']
Nathaniel Partridge;1600;Protestant minister;['mw137564.jpg']
David Jenkins;1600;Welsh judge and royalist;['mw131760.jpg']
Sir Leoline Jenkins;1600;Diplomat and Secretary of State;['mw03456.jpg']
Sir Bernard Gascoigne (Bernado Guasconi);1600;Italian diplomat and royalist army officer;['mw132002.jpg']
David Baker (Augustine Baker);1600;Benedictine monk, ecclesiastical historian and writer;['mw115819.jpg']
Ferdinando d'Adda;1600;Cardinal and Papal Legate;['mw61459.jpg']
Sir Ewen Cameron of Lochiel;1600;Clan chief;['mw135851.jpg']
Thomas Butler, Earl of Ossory;1600;Courtier and man of action;['mw04785.jpg']
Aemilia Butler (née van Nassau), Countess of Ossory;1600;Dutch-Anglo Courtier, wife of 6th Earl of Ossory;['mw140156.jpg']
Sir Timothy Featherstonhaugh;1600;Royalist army officer;['mw131293.jpg']
Daniel Featley;1600;Controversialist;['mw131339.jpg']
Sir Edward Nicholas;1600;Secretary of State;['mw08228.jpg']
Henry Booth, 1st Earl of Warrington;1600;Politician, Chancellor of the Exchequer;['mw140873.jpg']
Robert Rich, 2nd Earl of Warwick;1600;Lord High Admiral;['mw08015.jpg']
Matthias Pasor;1600;Mathematician, linguist and theologian;['mw14834.jpg']
Sylvester Jenks;1600;Roman Catholic divine;['mw37565.jpg']
William Jenkyn;1600;Ejected minister;['mw137431.jpg']
John Baker;1600;Vice-Admiral of the British Fleet;['mw41429.jpg']
Joseph Addison;1600;Essayist and poet;['mw00040.jpg']
Lancelot Addison;1600;Dean of Lichfield;['mw84615.jpg']
John Edwards;1600;Calvinist divine;['mw143003.jpg']
Thomas Otway;1600;Dramatist;['mw138605.jpg']
Cesare Alessandro Scaglia;1600;Diplomat;['mw82568.jpg']
Sir Charles Scarburgh;1600;Physician;['mw138321.jpg']
Mary Rich (née Boyle), Countess of Warwick;1600;Writer;['mw139531.jpg']
Edward Rich, 6th Earl of Warwick and 3rd Earl of Holland;1600;Peer and member of the House of Lords;['mw60654.jpg']
Sir Philip Warwick;1600;Politician and historian, MP for Radner;['mw138730.jpg']
Jacob van Wassenaer;1600;Dutch general;['mw37176.jpg']
White Kennett;1600;Bishop of Peterborough and historian;['mw37703.jpg']
John Kenrick;1600;Merchant;['mw138208.jpg']
Francis Gastrell;1600;Bishop of Chester;['mw143733.jpg']
Thomas Baker;1600;Scholar and antiquary;['mw40263.jpg']
James Hamilton, 1st Duke of Hamilton;1600;Royalist leader and politician;['mw130774.jpg']
William Hamilton, 2nd Duke of Hamilton;1600;Royalist and politician, MP for Portsmouth;['mw02852.jpg']
William Hamilton, 3rd Duke of Hamilton;1600;Nobleman;['mw192175.jpg']
James Douglas, 4th Duke of Hamilton;1600;Statesman;['mw81321.jpg']
James Hamilton, 2nd Marquess of Hamilton;1600;Courtier;['mw140574.jpg']
William Laud;1600;Archbishop of Canterbury;['mw03781.jpg']
John Maitland, Duke of Lauderdale;1600;Scottish politician and supporter of Charles II;['mw03782.jpg']
Richard Maitland, 4th Earl of Lauderdale;1600;Jacobite nobleman;['mw136747.jpg']
William Oughtred;1600;Mathematician;['mw04786.jpg']
John Fell;1600;Bishop of Oxford;['mw137078.jpg']
William Fellowes;1600;Master in Chancery;['mw36062.jpg']
Godfried Schalcken;1600;Portrait painter;['mw204241.jpg']
Edward Waterhouse;1600;Antiquary and author;['mw138751.jpg']
Elizabeth (née Talbot), Countess of Kent;1600;Author, wife of 7th Earl of Kent;['mw117876.jpg']
Charles Patin;1600;French physician and numismatist;['mw140588.jpg']
John Gavan;1600;Jesuit and victim of the Popish Plot;['mw137675.jpg']
Thomas Egerton of Tatton;1600;Son of John, 2nd Earl of Bridgewater;['mw143958.jpg']
James Owen;1600;Nonconformist minister;['mw143112.jpg']
Simon Patrick;1600;Bishop of Ely;['mw04899.jpg']
Margaret Patten (née Gibson);1600;Centenarian;['mw38079.jpg']
Françoise d'Aubigné, Marquise de Maintenon;1600;Second wife of King Louis XIV of France;['mw67381.jpg']
Sir William Davenant;1600;Poet and dramatist;['mw138600.jpg']
Sir John Owen;1600;Welsh royalist commander and vice admiral for North Wales;['mw132001.jpg']
John Owen;1600;Puritan divine;['mw04797.jpg']
Ferdinand II de Medici, Grand Duke of Tuscany;1600;Grand Duke of Tuscany;['mw134935.jpg']
John Ker;1600;Government spy;['mw144171.jpg']
Henry Jessey (Jacie);1600;Nonconformist minister;['mw131468.jpg']
Henry de Vere, 18th Earl of Oxford;1600;Hereditary Great Chamberlain;['mw04808.jpg']
Robert de Vere, 19th Earl of Oxford;1600;Soldier and nobleman;['mw133927.jpg']
Aubrey de Vere, 20th Earl of Oxford;1600;Soldier;['mw04809.jpg']
Robert Harley, 1st Earl of Oxford;1600;Lord Treasurer;['mw04810.jpg']
Frederick Herman de Schomberg, 1st Duke of Schomberg;1600;General;['mw204312.jpg']
Meinhard de Schomberg, 3rd Duke of Schomberg;1600;General;['mw60639.jpg']
Sir John Nisbet;1600;Lord advocate;['mw138012.jpg']
Johan Frederick, Margrave of Brandenburg-Ansbach;1600;Soldier;['mw65864.jpg']
George Thomson;1600;Physician;['mw138366.jpg']
Henry Lawrence;1600;Politician, President of the English Council of State;['mw135762.jpg']
Henry Oxinden (Oxenden);1600;Gentleman and letter-writer;['mw138657.jpg']
William Paul;1600;Vicar of Orton, Jacobite, Executed for Treason;['mw235335.jpg']
Rachel Paule (née Clitherow);1600;Third wife of William Paule;['mw139804.jpg']
Reinier Pauw;1600;Dutch deputy;['mw129508.jpg']
John III, King of Poland;1600;King of Poland 1674-96;['mw61759.jpg']
Ralph Thoresby;1600;Antiquary and topographer;['mw40947.jpg']
Artemisia Gentileschi;1600;Painter;['mw134208.jpg']
Orazio Gentileschi;1600;Painter;['mw134137.jpg']
King George I;1600;Reigned 1714-27;['mw02443.jpg']
Prince George of Denmark, Duke of Cumberland;1600;Consort of Queen Anne, son of King Frederick III of Denmark and Norway and Sophie Amalie of Brunswick-Lüneburg;['mw02478.jpg']
George Fitzroy, 2nd Duke of Northumberland;1600;Natural son of Charles II;['mw37974.jpg']
George, Landgrave of Hesse;1600;Soldier, son of Louis VI, Landgrave of Hesse-Darmstadt;['mw60204.jpg']
Henry Hammond;1600;Church of England clergyman and theologian;['mw135574.jpg']
Princess Elizabeth, Queen of Bohemia and Electress Palatine;1600;Daughter of James I, wife of Frederick V, Elector Palatine;['mw08140.jpg']
Elizabeth, Princess of the Palatinate;1600;Abbess, daughter of Frederick V, Elector Palatine and King of Bohemia and Elizabeth of Bohemia;['mw02093.jpg']
Princess Elizabeth;1600;Daughter of Charles I;['mw00154.jpg']
Ralph Kettell;1600;President of Trinity College, Oxford;['mw37749.jpg']
John Kettlewell;1600;Nonjuror and devotional writer;['mw75345.jpg']
Cecil Calvert, 2nd Baron Baltimore;1600;Founder of Maryland;['mw135498.jpg']
John Hampden;1600;Politician and one of the 'Five Members' whose arrest by Charles I sparked the Civil War;['mw09077.jpg']
John Hampden the Younger;1600;Politician, MP for Wendover and Buckinghamshire;['mw02871.jpg']
Elizabeth (née Brydges), Countess Castlehaven;1600;First wife of 3rd Earl Castlehaven, daughter of 5th Baron Chandos;['mw138032.jpg']
George Sondes, Earl of Feversham;1600;Royalist and politician, MP for Higham Ferrers and Ashburton;['mw42340.jpg']
Cornelius Johnson (Cornelius Janssen van Ceulen);1600;Portrait painter;['mw03487.jpg']
John Gerard;1600;Royalist conspirator;['mw131293.jpg']
Sir Balthazar Gerbier;1600;Painter, architect and courtier;['mw16592.jpg']
John Banister;1600;Violinist and composer;['mw40459.jpg']
William Alabaster;1600;Church of England clergyman and writer;['mw131254.jpg']
Arthur Capel, 1st Baron Capel;1600;Writer, royalist and politician, MP for Hertfordshire;['mw00433.jpg']
Henry Capel, Baron Capel of Tewkesbury;1600;Establisher of the Royal Botanic Gardens at Kew, politician and government official, son of 1st Baron Capel;['mw00433.jpg']
Richard Fiddes;1600;Divine and historian;['mw143002.jpg']
Henry Howard, 6th Duke of Norfolk;1600;Courtier;['mw04687.jpg']
Henry Howard, 7th Duke of Norfolk;1600;Statesman and soldier;['mw61613.jpg']
Grace (née Norton), Lady Gethin;1600;Wife of Sir Richard Gethin;['mw36585.jpg']
Sir John Bankes, Bt;1600;Judge;['mw00321.jpg']
George Monck, 1st Duke of Albemarle;1600;Soldier and statesman;['mw09079.jpg']
Anne Monck (née Clarges), Duchess of Albemarle;1600;Wife of 1st Duke of Albemarle;['mw81817.jpg']
Christopher Monck, 2nd Duke of Albemarle;1600;Soldier and governor of Jamaica;['mw140805.jpg']
Elizabeth Monck (née Cavendish), Duchess of Albemarle;1600;Wife of Christopher Monck, 2nd Duke of Albemarle;['mw139418.jpg']
Arnold Joost van Keppel, 1st Earl of Albemarle;1600;General;['mw00067.jpg']
Louis Cappel (Ludovicus Capellus);1600;French Huguenot theologian and Hebrew scholar;['mw129513.jpg']
John Vaughan, 3rd Earl of Carbery;1600;Governor of Jamaica and courtier;['mw01057.jpg']
John Waugh;1600;Bishop of Carlisle;['mw39021.jpg']
Richard Kilburne;1600;Lawyer and topographer;['mw111491.jpg']
Edward Pearce Sr;1600;Decorative painter, father to sculpture Edward Pearce;['mw134191.jpg']
Tage Thott;1600;Danish envoy;['mw129542.jpg']
Princess Charlotte Brabantine of Orange-Nassau, Duchess of Thouars;1600;Wife of Claude de La Trémoille, duc de Thouars, mother of Charlotte, Countess of Derby;['mw118923.jpg']
John Thurloe;1600;Secretary of State;['mw06341.jpg']
James Alban Gibbes (Ghibbes);1600;Poet;['mw138623.jpg']
Sir John Leake;1600;Admiral of the Fleet;['mw81334.jpg']
Nathaniel Fiennes;1600;Parliamentarian;['mw135398.jpg']
Thomas Scott;1600;Political writer;['mw129067.jpg']
Anne Killigrew;1600;Poet and painter;['mw37750.jpg']
Thomas Killigrew;1600;Dramatist and courtier;['mw03632.jpg']
Guido Reni;1600;Italian painter and draughtsman;['mw68881.jpg']
Grinling Gibbons;1600;Woodcarver and sculptor;['mw02485.jpg']
