Titus Oates;1600;Informer;['mw04723.jpg', 'mw79950.jpg', 'mw140267.jpg', 'mw140268.jpg', 'mw140269.jpg', 'mw37987.jpg', 'mw40148.jpg', 'mw80004.jpg', 'mw123423.jpg', 'mw123442.jpg', 'mw123449.jpg', 'mw123451.jpg', 'mw65814.jpg', 'mw123738.jpg', 'mw123853.jpg', 'mw80078.jpg', 'mw80074.jpg', 'mw80075.jpg', 'mw80006.jpg', 'mw141260.jpg'];"Sitter in 23 portraits
Oates was an opportunist who failed to make a career in the clergy. He made an insincere conversion to Catholicism and was briefly admitted into a Jesuit college. His experience there was used to give a veneer of plausibility to his fabricated Popish Plot to kill the king. His accusations caused panic in England and led to the persecution of Roman Catholics and the deaths of thirty-five innocent men. When the truth emerged, he was prosecuted for perjury and sentenced to be flogged, pilloried and imprisoned."
James Ussher;1600;Archbishop of Armagh;['mw06458.jpg', 'mw131207.jpg', 'mw131208.jpg', 'mw131214.jpg', 'mw131216.jpg', 'mw131220.jpg', 'mw131231.jpg', 'mw142836.jpg', 'mw142839.jpg', 'mw143169.jpg', 'mw143171.jpg', 'mw143174.jpg', 'mw143176.jpg', 'mw131211.jpg', 'mw81965.jpg', 'mw131206.jpg', 'mw142821.jpg', 'mw142825.jpg', 'mw142833.jpg', 'mw143194.jpg'];Sitter associated with 44 portraits
Frans van den Wyngaerde (Wijngaerde);1600;Draughtsman and publisher;['mw43543.jpg'];"Sitter in 1 portrait
Artist associated with 6 portraits"
Peter Vanderbank (Vandrebanc);1600;Engraver;['mw41483.jpg', 'mw41484.jpg'];"Sitter in 2 portraits
Artist associated with 76 portraits
Peter Vanderbank moved to London in 1674. The first two plates that he made in England, two heads of Charles II, were considered by far the finest seen in the country up to that date, and established both Vanderbanks's reputation and his financial independence. Vanderbank initially published his own plates, but later worked mostly for other publishers and booksellers. He was no relation of the portrait painter John Vanderbank."
Hendrick van der Borcht the Elder;1600;Painter, engraver, dealer and collector;['mw66258.jpg', 'mw134203.jpg'];"Sitter in 2 portraits
Artist associated with 2 portraits"
Hendrick van der Borcht the Younger;1600;Artist;['mw134151.jpg', 'mw43160.jpg'];"Sitter in 2 portraits
Artist associated with 4 portraits"
John Yonge;1600;Irish Jesuit;['mw137649.jpg', 'mw137665.jpg'];Sitter in 2 portraits
Sir Edward Walker;1600;Secretary to Charles I;['mw01226.jpg', 'mw129638.jpg', 'mw129640.jpg', 'mw133091.jpg', 'mw137814.jpg'];Sitter in 5 portraits
Adriaen van der Venne;1600;Painter, draughtsman (designer for prints) and writer;['mw43513.jpg'];Sitter in 1 portrait
William van de Velde the Elder;1600;Marine painter;['mw139234.jpg', 'mw139262.jpg'];Sitter in 2 portraits
William van de Velde the Younger;1600;Marine painter;['mw38857.jpg', 'mw59532.jpg', 'mw139267.jpg', 'mw139262.jpg', 'layout.jpg'];Sitter in 5 portraits
Sir Anthony van Dyck;1600;Painter;['mw245199.jpg', 'mw134049.jpg', 'mw134078.jpg', 'mw134109.jpg', 'mw199397.jpg', 'mw138801.jpg', 'mw89793.jpg', 'mw90745.jpg', 'mw256899.jpg', 'mw76321.jpg', 'mw256909.jpg', 'mw134079.jpg', 'mw38854.jpg', 'mw81613.jpg', 'mw134077.jpg', 'mw134100.jpg', 'mw134075.jpg', 'mw134080.jpg', 'mw134091.jpg', 'mw134104.jpg'];"Sitter associated with 30 portraits
Artist associated with 1023 portraits
Sir Anthony van Dyck was by far the most influential painter to have worked in Britain during the seventeenth century. Flemish by birth, he found patronage in a number of European countries, but his longest stay was in England, which he made his home from the beginning of his second visit in 1632 until his death in 1641 (with a break back in Antwerp in 1634-5). While his predecessors from the Low Countries had brought to Britain hints of what painting might become, it was van Dyck who decisively turned British portraiture away from the stiff, formal 'iconic' approach of Tudor and Jacobean painting. In England he developed the distinctive fluid, shimmering style that was to dominate portraiture in Britain not just during the seventeenth century but right up until the early years of the twentieth century. Rewarded by his most famous patron, Charles I, with a knighthood, his enduring influence - and a sense that it would be impossible to better him - was universally recognised and remarked on not only by his contemporaries but also by his successors.

More on van Dyck: In focus: Anthony van Dyck | Van Dyck A Masterpiece for everyone
Watch a film clip on the artist from the BBC Archive in the Media section below"
Sir Henry Vane the Elder;1600;Secretary of State;['mw06477.jpg', 'mw129736.jpg', 'mw131620.jpg', 'mw131622.jpg'];Sitter in 4 portraits
Sir Henry Vane the Younger;1600;Revolutionary;['mw06478.jpg', 'mw122709.jpg', 'mw122711.jpg', 'mw131642.jpg', 'mw131623.jpg', 'mw131680.jpg', 'mw137413.jpg', 'mw149383.jpg', 'mw129736.jpg', 'mw131643.jpg', 'mw38864.jpg', 'mw131635.jpg', 'mw131641.jpg', 'layout.jpg'];Sitter associated with 14 portraits
Thomas van Erpe (known as Thomas Erpenius);1600;Dutch Orientalist;['mw129533.jpg', 'mw129535.jpg'];Sitter in 2 portraits
John Radcliffe;1600;Physician;['mw05190.jpg', 'mw76393.jpg', 'mw75662.jpg', 'mw142146.jpg', 'mw142149.jpg', 'mw78365.jpg', 'mw142141.jpg', 'mw142147.jpg', 'layout.jpg'];Sitter associated with 9 portraits
Antonie van Leeuwenhoek;1600;Dutch tradesman and scientist, known as 'the Father of Microbiology';['mw140569.jpg', 'mw140568.jpg'];Sitter in 2 portraits
Robert Walker;1600;Painter;['mw06550.jpg', 'mw136252.jpg', 'mw136240.jpg'];"Sitter in 3 portraits
Artist associated with 143 portraits
Walker was a prolific portrait painter, chiefly patronised by Parliamentarians, among them Cromwell, Ireton and Fairfax. He often used poses derived from van Dyck's portraits, but he had a distinct, soft style of his own."
Thomas Walker;1600;Headmaster of Charterhouse School;['mw197433.jpg', 'mw38913.jpg', 'mw38914.jpg', 'mw143923.jpg'];Sitter in 4 portraits
John Robartes, 1st Earl of Radnor;1600;Politician and army officer;['mw132224.jpg', 'mw132225.jpg', 'mw136600.jpg'];Sitter in 3 portraits
Rembrandt Harmensz van Rijn;1600;Artist;['mw139189.jpg', 'mw139190.jpg', 'mw139170.jpg', 'mw119636.jpg', 'mw119825.jpg', 'mw130170.jpg', 'mw119992.jpg', 'layout.jpg'];"Sitter in 8 portraits
Artist associated with 12 portraits


Watch a film clip on the artist from the BBC Archive in the Media section below"
Anna Maria van Schurman;1600;Poet and scholar;['mw134535.jpg', 'mw134542.jpg', 'mw134549.jpg', 'mw253346.jpg', 'mw253347.jpg', 'mw253348.jpg', 'mw134547.jpg'];"Sitter in 7 portraits
Artist of 1 portrait
Anna Maria van Schurman had become an honorary member of the Utrecht artists' guild in 1643, but was principally known for her intellectual achievements. The first woman to study at a Dutch university, she was famous for her knowledge of languages, history, poetry, the liberal arts, philosophy, medicine and theology, and for her piety."
Adriaen van Stalbemt;1600;Painter;['mw134174.jpg', 'mw134175.jpg', 'mw134176.jpg', 'mw134172.jpg'];Sitter in 4 portraits
Cornelis van Tromp;1600;Lieutenant-Admiral;['mw140556.jpg', 'mw140552.jpg', 'mw59315.jpg', 'mw140536.jpg', 'mw140528.jpg'];"Sitter associated with 5 portraits
Dutch admiral and second son of the Admiral Martin Van Tromp. He visited England in 1675 when he was created a baronet by Charles II."
William Cecil, 2nd Earl of Salisbury;1600;Politician and Lord Lieutenant of Hertfordshire and Dorset;['mw133975.jpg', 'mw133977.jpg', 'mw82394.jpg', 'mw82389.jpg', 'mw82390.jpg', 'mw82391.jpg', 'layout.jpg'];Sitter in 7 portraits
Frances Cecil (née Bennett), Countess of Salisbury;1600;Wife of 4th Earl of Salisbury;['mw142423.jpg', 'mw142424.jpg', 'mw142425.jpg', 'mw203746.jpg', 'mw203747.jpg', 'mw38401.jpg', 'mw60081.jpg', 'layout.jpg'];Sitter in 8 portraits
William Walker;1600;Schoolmaster and author;['mw128887.jpg', 'mw137265.jpg', 'mw137264.jpg'];Sitter in 3 portraits
Jan van Wyck;1600;Painter;['mw139255.jpg', 'mw195142.jpg', 'mw39257.jpg'];"Sitter in 3 portraits
Artist associated with 8 portraits"
William Salmon;1600;Empiric and writer;['mw138381.jpg', 'mw138377.jpg', 'mw90914.jpg', 'mw90916.jpg', 'mw138382.jpg', 'mw90922.jpg', 'mw90923.jpg', 'mw138379.jpg', 'mw138380.jpg', 'mw90920.jpg', 'mw90918.jpg'];Sitter in 11 portraits
Jeremy Taylor;1600;Bishop of Down and Connor;['mw135502.jpg', 'mw135509.jpg', 'mw137098.jpg', 'mw137116.jpg', 'mw91144.jpg', 'mw205177.jpg', 'mw205179.jpg', 'mw91139.jpg', 'mw135512.jpg', 'mw137113.jpg', 'mw137115.jpg', 'mw70371.jpg', 'mw91131.jpg', 'mw91132.jpg', 'mw91134.jpg', 'mw91135.jpg', 'mw91138.jpg', 'mw91143.jpg', 'mw135511.jpg', 'mw137111.jpg'];Sitter in 30 portraits
John Taylor;1600;Writer known as 'The Water Poet';['mw133470.jpg', 'mw133471.jpg', 'mw133475.jpg', 'mw212700.jpg', 'mw81136.jpg', 'mw133472.jpg', 'mw42270.jpg'];Sitter in 7 portraits
John Taylor;1600;Brother of Brook Taylor;['mw08092.jpg', 'layout.jpg'];Sitter in 2 portraits
John Ogilby;1600;Publisher and geographer;['mw138624.jpg', 'mw39758.jpg', 'mw39759.jpg', 'mw138628.jpg', 'mw15578.jpg', 'mw79145.jpg', 'mw138627.jpg', 'mw138635.jpg'];Sitter in 8 portraits
Sir John Oglander;1600;Diarist;['mw114391.jpg', 'layout.jpg'];Sitter in 2 portraits
John Nash;1600;Alderman of Worcester;['mw135920.jpg'];Sitter in 1 portrait
Albrecht Wallenstein, Duke of Friedland;1600;Austrian soldier;['mw42348.jpg'];Sitter in 1 portrait
Edmund Waller;1600;Poet;['mw06554.jpg', 'mw06555.jpg', 'mw132830.jpg', 'mw132834.jpg', 'mw138577.jpg', 'mw138580.jpg', 'mw138586.jpg', 'mw197528.jpg', 'mw67621.jpg', 'mw90862.jpg', 'mw138585.jpg', 'mw138578.jpg', 'mw138582.jpg', 'mw138583.jpg', 'mw138584.jpg', 'mw138581.jpg', 'mw129736.jpg'];"Sitter in 17 portraits
Poet and wit of wavering political allegiance; in the Civil War, first supported Parliament and then led a plot ('Waller Plot') to seize London for Charles I; was sentenced to death, but the sentence was connuted to a fine of £10,000 and exile, 1644; was pardoned by Cromwell's influence; praised Cromwell in verse, but later rejoiced in his death; published Upon His Majesty's Happy Return at the Restoration and was a favourite at court; 'Sacharissa' was the mistress of his youthful poems; his most famous lyric is 'Go, lovely rose.'"
Sir William Waller;1600;Parliamentary general;['mw08007.jpg', 'mw06557.jpg', 'mw06556.jpg', 'mw205456.jpg', 'mw132185.jpg', 'mw205457.jpg', 'mw205458.jpg', 'mw132184.jpg', 'mw132189.jpg', 'mw267252.jpg', 'mw41517.jpg', 'mw132187.jpg', 'mw205459.jpg', 'mw205461.jpg', 'mw123407.jpg', 'mw129736.jpg', 'mw132188.jpg'];"Sitter associated with 17 portraits
Waller, a zealous Puritan, opposed the Crown in the Long Parliament and during the Civil War held a chief command in the West Country until 1645. At the end of the interregnum he was imprisoned for three years and after his release lived for a time in poverty before turning his support towards the restoration of the monarchy."
Edward Rainbow (Rainbowe);1600;Bishop of Carlisle;['mw137042.jpg', 'mw137038.jpg'];Sitter in 2 portraits
Sir Richard Rainsford;1600;Judge;['mw05202.jpg', 'mw38245.jpg', 'mw137905.jpg', 'mw137906.jpg', 'mw38246.jpg', 'layout.jpg'];Sitter in 6 portraits
François de la Mothe le Vayer;1600;French author;['layout.jpg'];Sitter in 1 portrait
Louis Laguerre;1600;Painter;['layout.jpg'];"Sitter in 1 portrait
Artist associated with 6 portraits"
Sir John Ogle;1600;Army officer;['mw120838.jpg', 'mw120840.jpg', 'mw127329.jpg'];Sitter in 3 portraits
Ernst Casimir, Count of Nassau;1600;Field marshal and Stadtholder of Friesland;['mw129444.jpg'];Sitter in 1 portrait
John Wallis;1600;Mathematician;['mw06558.jpg', 'mw06559.jpg', 'mw122916.jpg', 'mw122918.jpg', 'mw41518.jpg', 'mw78363.jpg', 'mw137238.jpg', 'mw197545.jpg', 'mw137239.jpg', 'mw137223.jpg', 'mw197546.jpg'];Later Stuart Portraits Catalogue Entry
Dorothy (née Coventry), Lady Pakington;1600;Writer, reputed author of 'The Whole Duty of Man';['mw139818.jpg', 'mw15701.jpg', 'mw15705.jpg'];Sitter in 3 portraits
Walter Ralegh;1600;Eldest son of Sir Walter Ralegh;['mw05205.jpg'];"Sitter in 1 portrait


More on Walter Ralegh: Tudor & Jacobean Portraits book in our Shops"
Nathaniel Taylor;1600;Brother of Brook Taylor;['mw08092.jpg'];Sitter in 1 portrait
Thomas Taylor;1600;Puritan divine;['mw119042.jpg', 'mw131343.jpg', 'mw131344.jpg', 'mw131345.jpg', 'mw131346.jpg', 'mw131347.jpg', 'mw131348.jpg', 'mw119040.jpg', 'mw131349.jpg', 'mw114918.jpg', 'mw119043.jpg', 'layout.jpg'];Sitter in 12 portraits
Tobias Venner;1600;Medical writer;['mw122708.jpg', 'mw69575.jpg', 'mw69576.jpg'];Sitter in 3 portraits
Edward Lake;1600;Church of England clergyman;['mw137175.jpg', 'mw137176.jpg', 'mw137177.jpg'];Sitter in 3 portraits
John Lake;1600;Bishop of Chichester;['mw01430.jpg', 'mw03598.jpg', 'mw140914.jpg', 'mw140915.jpg', 'mw140916.jpg', 'mw14463.jpg', 'mw14467.jpg', 'mw14468.jpg', 'mw195847.jpg', 'mw17054.jpg', 'mw75937.jpg', 'layout.jpg', 'layout.jpg'];Later Stuart Portraits Catalogue Entry
John Okey;1600;Parliamentary commander and regicide;['mw132228.jpg', 'mw39767.jpg', 'mw39768.jpg', 'mw132237.jpg', 'mw132236.jpg', 'mw39769.jpg', 'mw39770.jpg'];Sitter in 7 portraits
Nicolaus Claudius Fabricius;1600;Magistrate, antiquarian, scholar and patron of arts and science;['mw129547.jpg', 'mw129543.jpg', 'mw129545.jpg'];Sitter in 3 portraits
James Nayler;1600;Quaker preacher and writer;['mw268463.jpg', 'mw268504.jpg', 'mw136320.jpg', 'mw136321.jpg', 'mw136322.jpg', 'mw268462.jpg', 'mw42030.jpg', 'mw136316.jpg', 'mw38997.jpg', 'mw136319.jpg', 'mw136323.jpg'];Sitter associated with 11 portraits
Sir Edward Walpole;1600;Politician, MP for King's Lynn;['mw138244.jpg'];Sitter in 1 portrait
John Gadbury;1600;Astrologer;['mw136208.jpg', 'mw139069.jpg', 'mw145149.jpg', 'mw252681.jpg'];Sitter associated with 4 portraits
Sir Peyton Ventris;1600;Judge and politician;['mw142067.jpg'];Sitter in 1 portrait
Horace Vere, Baron Vere of Tilbury;1600;Soldier;['mw06493.jpg', 'mw261048.jpg', 'mw122717.jpg', 'mw122719.jpg', 'mw261047.jpg', 'mw199481.jpg', 'mw129309.jpg', 'mw129310.jpg'];"Sitter in 8 portraits
Considered the greatest professional soldier of his day, Horace Vere was created Master-General of the Ordnance for life in 1623. Among his distinguished campaigns, the defence of Breda in 1624 was particularly notable."
Mary Vere (née Tracy), Lady Vere;1600;Gentlewoman and patron of ministers, former wife of William Hoby, and later wife of Sir Horace Vere;['mw133723.jpg', 'mw261049.jpg', 'mw133721.jpg'];Sitter in 3 portraits
Theodore Haak;1600;German Calvinist scholar;['mw140603.jpg'];Sitter in 1 portrait
John Hacket;1600;Bishop of Lichfield and Coventry;['mw117603.jpg', 'mw137037.jpg', 'mw117604.jpg', 'mw117605.jpg', 'mw191953.jpg', 'mw62208.jpg'];Sitter in 6 portraits
John Oldham;1600;Poet;['mw138613.jpg'];Sitter in 1 portrait
Samuel Fairclough;1600;Nonconformist divine;['mw135604.jpg', 'mw15878.jpg'];Sitter in 2 portraits
Ferdinando Fairfax, 2nd Lord Fairfax of Cameron;1600;Parliamentary general;['mw132191.jpg', 'mw129736.jpg', 'mw132190.jpg', 'mw36046.jpg', 'mw36047.jpg', 'mw36050.jpg'];Sitter in 6 portraits
Thomas Fairfax, 3rd Lord Fairfax of Cameron;1600;Parliamentary Commander-in-Chief;['mw02164.jpg', 'mw07358.jpg', 'mw02163.jpg', 'mw129713.jpg', 'mw119914.jpg', 'mw132124.jpg', 'mw132140.jpg', 'mw132141.jpg', 'mw132147.jpg', 'mw132170.jpg', 'mw132179.jpg', 'mw132180.jpg', 'mw135810.jpg', 'mw118686.jpg', 'mw118689.jpg', 'mw118690.jpg', 'mw118691.jpg', 'mw119868.jpg', 'mw119894.jpg', 'mw132126.jpg'];"Sitter associated with 88 portraits
Perhaps the most accomplished Parliamentarian officer, Fairfax was appointed Lord General of the New Model Army after his victory at Marston Moor, 1644. His decisive string of victories, beginning with the battle of Naseby in 1645, won the Civil War for Parliament. Extremism alarmed him and he refused to serve on the court which tried the King or to lead the army into Scotland in 1650. He retired from public life until 1660, when he supported General Monck's march to London to demand a free parliament and was one of those who went to the Hague to greet Charles II before his Restoration to the throne."
Anne (née de Vere), Lady Fairfax;1600;Wife of 3rd Baron Fairfax;['mw134484.jpg', 'mw36074.jpg', 'mw36075.jpg', 'mw120163.jpg', 'layout.jpg', 'layout.jpg'];Sitter in 6 portraits
William Sancroft;1600;Archbishop of Canterbury;['mw05605.jpg', 'mw01430.jpg', 'mw05606.jpg', 'mw03598.jpg', 'mw140885.jpg', 'mw140888.jpg', 'mw140889.jpg', 'mw140893.jpg', 'mw140891.jpg', 'mw116237.jpg', 'mw116247.jpg', 'mw140914.jpg', 'mw140915.jpg', 'mw140916.jpg', 'mw14463.jpg', 'mw14467.jpg', 'mw14468.jpg', 'mw192533.jpg', 'mw90985.jpg', 'mw90986.jpg'];Later Stuart Portraits Catalogue Entry
William Walsh;1600;Poet and critic;['mw06568.jpg', 'mw141767.jpg', 'mw143342.jpg'];Later Stuart Portraits Catalogue Entry
Sir Geoffrey Palmer, 1st Bt;1600;Attorney-General;['mw04838.jpg', 'mw04839.jpg', 'mw137971.jpg', 'mw129736.jpg'];Sitter in 4 portraits
Herbert Palmer;1600;Church of England clergyman and college head;['mw131376.jpg'];Sitter in 1 portrait
Thomas Jacombe;1600;Nonconformist divine;['mw137431.jpg', 'mw137416.jpg', 'mw137483.jpg', 'mw137405.jpg'];Sitter in 4 portraits
Sir Edward Gage, Bt;1600;Nobleman;['mw138254.jpg'];Sitter in 1 portrait
Sir Henry Gage;1600;Soldier, royalist and Governor of Oxford;['mw02379.jpg', 'mw132014.jpg'];"Sitter in 2 portraits
Royalist who in the Civil War infused new spirit into the garrison at Oxford. He captured Borestall House, relieved Basing House, and as a reward was knighted and appointed Governor of Oxford."
Sir Edmund Verney;1600;Soldier;['mw07994.jpg', 'mw131975.jpg', 'mw129736.jpg', 'mw131976.jpg'];"Sitter in 4 portraits
Although he disapproved of and voted against the policies of Charles I, Verney's personal loyalty to the King was such that he fought for the Royalist side in the Civil War. His family was divided, as his eldest son supported Parliament. Appointed standard-bearer, Verney killed sixteen Parliamentarians at the Battle of Edgehill before meeting his own death. According to legend, his hand was later found still grasping the standard, but his body was never recovered."
Sir Greville Verney;1600;Knight of the Bath;['mw138156.jpg'];Sitter in 1 portrait
William Verney;1600;Son of Sir Greville Verney;['mw138129.jpg', 'mw63957.jpg'];Sitter in 2 portraits
George Vernon;1600;Politician, MP for Derby and builder of Sudbury Hall;['mw118825.jpg'];Sitter in 1 portrait
Anne Oliver;1600;Wife of Peter Oliver;['mw04738.jpg'];Sitter in 1 portrait
Thomas Sanders;1600;Politician and Parliamentarian Colonel;['mw135832.jpg'];Sitter in 1 portrait
Richard Neile;1600;Archbishop of York;['mw292285.jpg'];Sitter associated with 1 portrait
Benjamin Keach;1600;Baptist preacher and writer;['mw142032.jpg', 'mw64797.jpg'];Sitter in 2 portraits
King James II;1600;Reigned 1685-88;['mw00154.jpg', 'mw03420.jpg', 'mw03422.jpg', 'mw03421.jpg', 'mw03423.jpg', 'mw03424.jpg', 'mw07531.jpg', 'mw03425.jpg', 'mw136443.jpg', 'mw136559.jpg', 'mw118006.jpg', 'mw130001.jpg', 'mw74026.jpg', 'mw117873.jpg', 'mw74035.jpg', 'mw74057.jpg', 'mw74069.jpg', 'mw74076.jpg', 'mw74077.jpg', 'mw117395.jpg'];Later Stuart Portraits Catalogue Entry
James Scott, Duke of Monmouth and Buccleuch;1600;Son of Charles II and Lucy Walter;['mw04468.jpg', 'mw04467.jpg', 'mw07690.jpg', 'mw04465.jpg', 'mw04466.jpg', 'mw80500.jpg', 'mw136670.jpg', 'mw63641.jpg', 'mw136494.jpg', 'mw136940.jpg', 'mw192478.jpg', 'mw192484.jpg', 'mw199640.jpg', 'mw122694.jpg', 'mw192483.jpg', 'mw136662.jpg', 'mw136667.jpg', 'mw62825.jpg', 'mw62827.jpg', 'mw40103.jpg'];"Sitter associated with 42 portraits
The eldest of Charles II's fourteen illegitimate children, Monmouth was the son of Lucy Walter. He fought in the Second and Third Anglo-Dutch wars gaining a considerable reputation as one of Britain's finest soldiers. Charming and ambitious, he was put forward as a Protestant candidate for the throne at the time of the 'Popish Plot' in 1678. On his father's death in 1685 he led the 'Monmouth Rebellion', an attempt to take the throne from his uncle, James II. He landed in England with a small Protestant army and issued a declaration in which he accused James of poisoning the late king, usurping the throne and ruling against the law. He was defeated at Sedgemoor and was tried and executed."
James Vernon;1600;Secretary of State;['mw06498.jpg', 'mw06499.jpg'];Later Stuart Portraits Catalogue Entry
Thomas Vernon;1600;Law reporter and politician;['mw143919.jpg'];Sitter in 1 portrait
John Lambert;1600;Parliamentary general;['mw03724.jpg', 'mw03725.jpg', 'mw195861.jpg', 'mw40177.jpg', 'mw37763.jpg', 'mw135813.jpg', 'mw135816.jpg', 'mw195868.jpg', 'mw39336.jpg', 'mw140489.jpg', 'mw137413.jpg', 'mw149383.jpg', 'mw135811.jpg', 'mw279901.jpg', 'layout.jpg', 'layout.jpg'];"Sitter associated with 16 portraits
A Parliamentarian general and politician, Lambert was second only in power to Cromwell, after the death of Ireton. He displayed great tactical and organisational skill during the civil wars and was a leading figure in attempts to redefine the constitution. Lambert was largely responsible for Oliver Cromwell's acceptance of the Protectorship in 1653. After the Restoration he was imprisoned on Guernsey, and was later moved to Drake's Island in Plymouth Sound, where he remained until his death."
Henry Cary, 1st Viscount Falkland;1600;Lord Deputy of Ireland;['mw131008.jpg', 'mw131009.jpg', 'mw36508.jpg', 'mw36509.jpg', 'mw36510.jpg'];Sitter in 5 portraits
Lucius Cary, 2nd Viscount Falkland;1600;Courtier;['mw02168.jpg', 'mw116146.jpg', 'mw116145.jpg', 'mw131050.jpg', 'mw16699.jpg', 'mw70501.jpg', 'mw73785.jpg', 'mw131054.jpg', 'mw131020.jpg', 'mw131052.jpg', 'mw131053.jpg', 'mw131048.jpg', 'mw131024.jpg', 'mw131055.jpg', 'mw36076.jpg', 'mw36077.jpg', 'mw36078.jpg', 'mw194939.jpg', 'mw85500.jpg', 'mw114481.jpg'];"Sitter associated with 23 portraits
Royalist; killed at the Battle of Newbury; wrote verses and philosophical works."
Robert Sanderson;1600;Bishop of Lincoln;['mw137006.jpg', 'mw137007.jpg', 'mw137011.jpg', 'mw146861.jpg', 'mw146864.jpg', 'mw137008.jpg', 'mw137010.jpg', 'mw146865.jpg', 'mw137003.jpg', 'mw137009.jpg', 'mw146862.jpg', 'mw137058.jpg', 'layout.jpg', 'layout.jpg'];Sitter associated with 14 portraits
Sir William Sanderson;1600;Historian;['mw121888.jpg', 'mw121893.jpg', 'layout.jpg', 'layout.jpg'];Sitter in 4 portraits
Francis Sandford;1600;Herald;['mw05611.jpg'];Sitter in 1 portrait
Thomas Parker, 1st Earl of Macclesfield;1600;Lord Chancellor;['mw04100.jpg', 'mw02921.jpg', 'mw128683.jpg', 'mw197474.jpg', 'mw143906.jpg', 'mw197475.jpg', 'mw197476.jpg', 'mw42263.jpg', 'mw143905.jpg', 'mw76878.jpg'];Later Stuart Portraits Catalogue Entry
Thomas Macclesfield (Maxfield);1600;Roman Catholic priest and martyr;['mw129123.jpg', 'mw129128.jpg', 'mw192541.jpg'];Sitter associated with 3 portraits
Brian or Bryan Walton;1600;Bishop of Chester;['mw135503.jpg', 'mw198395.jpg', 'mw198396.jpg', 'mw135504.jpg', 'layout.jpg'];Sitter in 5 portraits
Izaak Walton;1600;Author of 'The Compleat Angler';['mw06573.jpg', 'mw38921.jpg', 'mw198401.jpg', 'mw78573.jpg', 'mw198399.jpg', 'mw300138.jpg'];Early Stuart Portraits Catalogue Entry
