William Paget, 1st Baron Paget;1500;Secretary of State and Lord Privy Seal;['mw04824.jpg', 'mw200925.jpg', 'mw200921.jpg', 'mw200922.jpg'];"Sitter in 4 portraits
Ambassador, Privy Councillor and Secretary of State of Henry VIII; comptroller of Edward's household, and a supporter of the Duke of Somerset. Fell from favour under Northumberland, and accused of plotting against his life. Joined Lady Jane Grey's Council, but transferred his allegiance to Mary. He relinquished public office under Elizabeth I."
Catherine Paget (née Knyvelt), Lady Paget;1500;First wife of 2nd Lord Paget;['mw84374.jpg'];Sitter associated with 1 portrait
Johannes Oecolampadius;1500;German religious reformer;['mw125435.jpg', 'mw280088.jpg', 'mw223439.jpg'];Sitter in 3 portraits
John Napier of Merchiston;1500;Mathematician;['mw133542.jpg', 'mw133548.jpg', 'mw133550.jpg', 'mw133552.jpg'];Sitter in 4 portraits
John Rainolds (Reynolds);1500;Theologian and college head;['mw126782.jpg'];Sitter in 1 portrait
Thomas Vaux, 2nd Baron Vaux of Harrowden;1500;Poet and diplomat;['mw124923.jpg', 'mw124950.jpg', 'mw125551.jpg'];Sitter in 3 portraits
Sir Richard Saltonston;1500;Lord Mayor of London;['mw127418.jpg', 'mw40317.jpg', 'layout.jpg'];Sitter in 3 portraits
Thomas Nash;1500;Author;['mw38768.jpg', 'mw127502.jpg', 'mw127503.jpg'];Sitter in 3 portraits
John VII, Count of Nassau;1500;Count of Nassau and Siegen;['mw129444.jpg'];Sitter in 1 portrait
William Louis, Count of Nassau-Dillenburg;1500;Count of Nassau-Dillenburg;['mw129444.jpg'];Sitter in 1 portrait
Sir John Pakington;1500;Courtier;['mw127399.jpg'];Sitter in 1 portrait
Sir Walter Ralegh;1500;Soldier, sailor, poet and writer;['mw05203.jpg', 'mw05204.jpg', 'mw05205.jpg', 'mw121386.jpg', 'mw127371.jpg', 'mw133488.jpg', 'mw133489.jpg', 'mw78593.jpg', 'mw91572.jpg', 'mw91573.jpg', 'mw91574.jpg', 'mw91576.jpg', 'mw91581.jpg', 'mw91582.jpg', 'mw91585.jpg', 'mw133490.jpg', 'mw91577.jpg', 'mw91578.jpg', 'mw91579.jpg', 'mw91583.jpg'];"Sitter in 48 portraits
A poet, explorer, soldier, sailor, courtier and favourite of Elizabeth I, Ralegh was a true 'Renaissance Man'. Much of his literary work is lost, but about thirty short poems and various prose works survive, including The History of the World. He organised and financed a number of expeditions to North America, and in later life made several unsuccessful attempts to find gold in South America. The family home was at Sherborne Castle, in Dorset. Implicated in a plotting against James I, Ralegh spent much of the Kings reign in the Tower. He was executed for treason in 1618.

More on Sir Walter Ralegh: Tudor & Jacobean Portraits book in our Shops | Shakespeare and his contemporaries book in our Shops | Elizabethan Treasures: Miniatures by Hilliard and Oliver catalogue in our Shops

Watch a film clip on the sitter from the BBC Archive in the Media section below"
Edward Oldcorne;1500;Jesuit;['mw127068.jpg', 'mw129150.jpg', 'mw83496.jpg', 'mw127128.jpg'];Sitter in 4 portraits
Sir Robert Naunton;1500;Secretary of State;['mw129374.jpg', 'mw129378.jpg', 'mw129381.jpg', 'mw129377.jpg', 'mw39694.jpg'];Sitter in 5 portraits
Henry Walpole;1500;English Jesuit Martyr;['mw127070.jpg'];Sitter in 1 portrait
Katherine of Aragon;1500;First Queen of Henry VIII;['mw194913.jpg', 'mw01143.jpg', 'mw191234.jpg', 'mw01144.jpg', 'mw01145.jpg', 'mw136443.jpg', 'mw125909.jpg', 'mw75753.jpg', 'mw124755.jpg', 'mw124756.jpg', 'mw124766.jpg', 'mw124754.jpg', 'mw124759.jpg', 'mw124762.jpg', 'mw283171.jpg', 'mw280429.jpg'];"Sitter associated with 16 portraits
Katherine of Aragon, queen of England, was the youngest daughter of Ferdinand of Aragon and Isabella of Castile. She was named Catalina (or Katherine as she was known in England) after her maternal great-grandmother. She came to England in 1501, aged fifteen, to marry Arthur, Prince of Wales, but only months after the marriage Arthur died. In 1509 she married Arthur's younger brother, Henry VIII. They had five children, of whom only Princess Mary, later Mary I of England, survived. Katherine died in 1536, firm in her refusal to relinquish her title as queen of England, despite Henry VIII's annulment of their union and remarriage to Anne Boleyn in 1533.

More on Katherine of Aragon: Tudor & Jacobean Portraits book in our Shops

Explore the portrait of King Henry VIII and his Six Wives (NPG D48093) from all angles

Watch a film clip on the sitter from the BBC Archive in the Media section below"
Katherine Parr;1500;Sixth Queen of Henry VIII;['mw01957.jpg', 'mw01147.jpg', 'mw136443.jpg', 'mw124785.jpg', 'mw124783.jpg', 'mw124781.jpg', 'mw124784.jpg', 'mw85445.jpg', 'mw138551.jpg', 'mw140845.jpg', 'mw280429.jpg'];"Sitter associated with 11 portraits
Henry VIII's sixth and last wife was a learned and pious woman, who had a moderating influence on the ageing king. Katherine showed great kindness to the king's children by his earlier marriages (Mary, Elizabeth and Edward), and tried to diminish religious persecution. After Henry's death, she married Thomas Seymour, Baron Seymour of Sudeley in 1547, but she died a year later, shortly after giving birth to a daughter.

More on Katherine Parr: Tudor & Jacobean Portraits book in our Shops

Explore the portrait of King Henry VIII and his Six Wives (NPG D48093) from all angles

Watch a film clip on the sitter from the BBC Archive in the Media section below"
Sir Francis Vere;1500;Soldier;['mw122713.jpg', 'mw122716.jpg', 'mw261045.jpg', 'mw261046.jpg', 'mw82241.jpg', 'mw127321.jpg', 'mw127324.jpg', 'mw127327.jpg', 'mw127325.jpg', 'mw127322.jpg'];Sitter in 10 portraits
William Lambarde;1500;Historian and lawyer;['mw03721.jpg', 'mw129301.jpg', 'mw140146.jpg', 'mw127553.jpg', 'mw39333.jpg', 'mw39351.jpg', 'mw127551.jpg', 'mw127552.jpg'];Sitter in 8 portraits
Sir John Gage;1500;Statesman and military commander;['mw81239.jpg', 'mw126027.jpg'];Sitter in 2 portraits
Pietro Vermigli;1500;Reformer, Theologian and known as 'Peter Martyr';['mw06496.jpg', 'mw261053.jpg', 'mw125435.jpg', 'mw263850.jpg', 'mw263852.jpg', 'mw261051.jpg', 'mw261052.jpg', 'mw125610.jpg', 'mw124183.jpg', 'mw125617.jpg', 'mw125611.jpg', 'mw263851.jpg', 'mw223439.jpg', 'mw125616.jpg', 'layout.jpg'];"Sitter in 15 portraits
Known as Peter Martyr; Protestant theologian. Born in Florence, he fled Italy as a heretic (1542). He was brought to London by Cranmer (1547) and appointed Professor of Divinity at Oxford (1548). Left England in 1553, but corresponded with him in Strasburg and later in Zurich."
Jahangir;1500;Ruler of the Mughal Empire;['mw219460.jpg'];"Sitter associated with 1 portrait
Prince Salim, later known by his imperial name Jahangir, ('Conqueror of the World'), was the fourth Mughal Emperor who reigned for 22 years until his death in 1625. Born in Fatehpur Sikri to Emperor Akbar and Jodha Bai, he was named after Sheikh Salim Chisti, a holy man whose spiritual help was sought by Akbar to conceive a son after the death of his previous heirs in infancy. During Jahangir's reign the Mughal Empire expanded and flourished. Though a Muslim, his personal beliefs did not obstruct state policies. Sovereignty, according to Jahangir's memoirs was a ""gift of God"" to ""ensure the contentment of the world"" and not necessarily to enforce God's law. Notable for his patronage of the arts, the distinctive style of Mughal miniature painting was popularised under his reign. Jahangir's majestic mausoleum is located in Lahore. He was succeeded by his son Prince Khurram who took the title of Shah Jahan ('King of the World')."
King James I of England and VI of Scotland;1500;Reigned Scotland 1567-1625 and England 1603-25;['mw03415.jpg', 'mw03416.jpg', 'mw03418.jpg', 'mw03417.jpg', 'mw03419.jpg', 'mw136443.jpg', 'mw70161.jpg', 'mw70621.jpg', 'mw80486.jpg', 'mw80505.jpg', 'mw81655.jpg', 'mw126501.jpg', 'mw126502.jpg', 'mw128071.jpg', 'mw128072.jpg', 'mw128073.jpg', 'mw128076.jpg', 'mw128077.jpg', 'mw128078.jpg', 'mw128079.jpg'];"Sitter associated with 199 portraits
The son of Mary, Queen of Scots and Lord Darnley, James was crowned King of Scotland in 1567, at the age of one on the abdication of his mother, and the country was run until his majority by a succession of Protestant Regents. He succeeded Elizabeth I in 1603. His commitment to peace and reconciliation balanced religious divisions, and he successfully held the three kingdoms of England, Scotland and Ireland together under one ruler for the first time. Intelligent and scholarly, his greatest act of cultural patronage was probably the 'King James' translation of the Bible (1611). James's financial incompetence and his devotion to a succession of male favourites fuelled his critics, particularly after his death.

More on King James I: Tudor & Jacobean Portraits book in our Shops | Monarchs range in our Shops | Kings & Queens range in our Shops | Elizabethan Treasures: Miniatures by Hilliard and Oliver catalogue in our Shops
Watch a film clip on the sitter from the BBC Archive in the Media section below"
James V of Scotland;1500;Father of Mary Queen of Scots, reigned Scotland 1513-42;['mw126185.jpg', 'mw221151.jpg', 'mw124817.jpg', 'mw221142.jpg', 'mw126182.jpg', 'mw17085.jpg', 'mw221147.jpg', 'mw124815.jpg', 'mw136504.jpg', 'mw124748.jpg', 'mw124814.jpg', 'mw124813.jpg', 'mw124818.jpg'];"Sitter associated with 13 portraits


More on James V of Scotland: Tudor & Jacobean Portraits book in our Shops"
George Abbot;1500;Archbishop of Canterbury;['mw00001.jpg', 'mw126022.jpg', 'mw35532.jpg', 'mw41138.jpg', 'mw125851.jpg', 'mw126025.jpg', 'mw126026.jpg', 'mw128759.jpg', 'mw79626.jpg', 'mw128762.jpg', 'mw128764.jpg', 'mw128729.jpg', 'mw41135.jpg', 'mw41136.jpg', 'mw128760.jpg', 'mw128761.jpg', 'mw41133.jpg', 'mw41134.jpg', 'mw128763.jpg', 'layout.jpg'];"Sitter associated with 22 portraits
George Abbot studied, and then taught, at Balliol College, Oxford. He was chosen Master of University College in 1597, and appointed Dean of Westminster in 1600. Abbot was three times Vice Chancellor of the university, and took a leading part in preparing the authorised version of the New Testament. In 1608 he went to Scotland with George Home, 1st Earl of Dunbar to arrange for a union between the churches of England and Scotland. He so pleased King James in this affair that he was made Bishop of Lichfield and Coventry in 1609 and was translated to the see of London a month afterwards. The following year Abbot was appointed as Archbishop of Canterbury."
Robert Abbot;1500;Bishop of Salisbury;['mw128870.jpg', 'mw128871.jpg', 'mw128872.jpg', 'mw254412.jpg', 'mw89337.jpg', 'mw89339.jpg', 'mw128890.jpg', 'mw89335.jpg', 'mw128873.jpg', 'mw128889.jpg', 'mw89340.jpg', 'mw89336.jpg', 'layout.jpg', 'layout.jpg'];Sitter in 14 portraits
Gregory Fiennes, 10th Baron Dacre;1500;Peer;['mw07263.jpg', 'mw127681.jpg', 'mw150282.jpg'];"Sitter in 3 portraits


More on Gregory Fiennes, 10th Baron Dacre: Tudor & Jacobean Portraits book in our Shops"
Paracelsus;1500;Alchemist, physician, astrologer and general occultist;['mw124104.jpg', 'mw127577.jpg'];Sitter in 2 portraits
David Pareus;1500;German Protestant theologian;['mw125435.jpg'];Sitter in 1 portrait
Sir Edwin Sandys;1500;Statesman and author;['mw38444.jpg'];Sitter in 1 portrait
Gervase Babington;1500;Bishop;['mw128826.jpg', 'mw128828.jpg', 'mw57725.jpg', 'mw116387.jpg', 'mw128852.jpg', 'mw128849.jpg', 'mw128850.jpg', 'mw116384.jpg', 'mw128831.jpg', 'mw145775.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg'];"Sitter associated with 22 portraits
Theologian and Bishop of Worcester, Gervase Babington was an energetic administrator and forceful preacher. In his early life he had been chaplin to Mary Herbert and his numerous scriptural commentaries and treatises remained popular after his death."
Alexander Neville;1500;Author;['mw198137.jpg'];Sitter in 1 portrait
Balthasar Rantzau;1500;Bishop of Lubeck;['mw129527.jpg'];Sitter in 1 portrait
Daniel Rantzau;1500;German-Danish General;['mw129527.jpg'];Sitter in 1 portrait
Heinrich Rantzau;1500;German humanist writer and statesman;['mw129527.jpg'];Sitter in 1 portrait
Johan Rantzau;1500;Commander of the Danish Army;['mw129527.jpg', 'mw40551.jpg'];Sitter in 2 portraits
Sir Nicholas Bacon;1500;Lord Keeper of the Great Seal;['mw00267.jpg', 'mw126463.jpg', 'mw127217.jpg', 'mw77753.jpg', 'mw41410.jpg', 'mw123963.jpg', 'mw127220.jpg', 'mw126762.jpg', 'mw127208.jpg', 'mw127216.jpg', 'mw127218.jpg', 'mw201922.jpg', 'mw85512.jpg', 'layout.jpg'];"Sitter associated with 14 portraits
Bacon served as Lord Keeper of the Great Seal to Queen Elizabeth I, and presided over the house of Lords. He was an ardent Protestant and opposed Mary Queen of Scots's claims to the English Crown."
Sir Julius Caesar;1500;Judge;['mw00997.jpg', 'mw79552.jpg', 'mw129286.jpg', 'mw129289.jpg'];Sitter associated with 4 portraits
Infanta Isabella Clara Eugenia;1500;Joint governor of the Spanish Netherlands, first wife of Albert VII, Archduke of Austria;['mw156450.jpg'];Sitter in 1 portrait
Matthew Parker;1500;Archbishop of Canterbury;['mw126710.jpg', 'mw126713.jpg', 'mw192550.jpg', 'mw192551.jpg', 'mw192552.jpg', 'mw192553.jpg', 'mw192554.jpg', 'mw126712.jpg', 'mw126720.jpg', 'mw192555.jpg', 'mw192556.jpg', 'mw192557.jpg', 'mw126719.jpg', 'mw126715.jpg', 'mw192560.jpg', 'mw192561.jpg', 'mw75243.jpg', 'mw126700.jpg', 'mw39842.jpg', 'mw126714.jpg'];Sitter associated with 34 portraits
Francis Raphelengius;1500;Linguist, professor, printer and bookseller;['mw128023.jpg'];Sitter in 1 portrait
Thomas Tesdale;1500;Founder of Pembroke College, Oxford;['mw129077.jpg', 'mw129366.jpg', 'mw129367.jpg', 'mw129368.jpg', 'mw129370.jpg', 'mw225164.jpg', 'mw204290.jpg', 'mw38650.jpg', 'mw40937.jpg', 'mw129371.jpg', 'layout.jpg', 'layout.jpg', 'layout.jpg'];Sitter associated with 13 portraits
John Caius;1500;Scholar and physician;['mw126046.jpg', 'mw75612.jpg', 'mw126049.jpg', 'mw136477.jpg', 'mw126050.jpg', 'mw126180.jpg'];Sitter in 6 portraits
Andrea del Sarto;1500;Painter;['mw119777.jpg'];"Sitter associated with 1 portrait
Artist associated with 2 portraits"
Sir Henry Bellasis, Lord Newburgh;1500;Politician, High Sheriff of Yorkshire;['mw130911.jpg'];Sitter in 1 portrait
Margaret, Duchess of Parma;1500;Governor of the Netherlands and illegitimate daughter of Charles V;['mw125486.jpg', 'mw125487.jpg', 'mw125485.jpg'];Sitter in 3 portraits
François Ravaillac;1500;Assassin of Henry IV, King of France;['mw127891.jpg', 'mw80520.jpg', 'mw81157.jpg'];Sitter in 3 portraits
Sir Thomas Gargrave;1500;Speaker of the House of Commons;['mw02417.jpg'];"Sitter in 1 portrait
Sir Thomas Gargrave was the son of Thomas Gargrave of Wakefield, South Yorkshire and Elizabeth, daughter of William Levett of Hooton Levitt and Normanton. He was highly influential in the government of Yorkshire and served as President of the Council of the North 1547-55 and High Sheriff of Yorkshire in 1565 and 1569. As MP for Yorkshire, Gargrave was appointed Speaker of the House of Commons in the first Parliament of the reign of Queen Elizabeth I in 1559. He acquired the property of Nostell Priory in 1567 and died there in 1579."
Juan Lewis Vives;1500;Theologian and teacher;['mw125221.jpg'];Sitter in 1 portrait
James Butler, 9th Earl of Ormond and Ossory;1500;Soldier;['mw200667.jpg'];Sitter in 1 portrait
Laurence Saunders;1500;Prebendary of York and Protestant martyr;['mw81190.jpg', 'mw81200.jpg', 'mw81207.jpg', 'mw126023.jpg', 'layout.jpg'];Sitter in 5 portraits
Henry Garnett;1500;Jesuit, Gunpowder plot conspirator;['mw85469.jpg', 'mw127068.jpg', 'mw85468.jpg', 'mw129130.jpg', 'mw83497.jpg', 'mw85471.jpg', 'mw125479.jpg', 'mw129131.jpg', 'layout.jpg'];"Sitter in 9 portraits
The Jesuits, a religious order of evangelical Catholics, were outlawed in England and forced to live by concealment and disguise. Garnett was the head of the Jesuits in England. He was enthusiastic about the accession of James I, believing that greater toleration of Catholicism would follow. He condemned Catholic conspiracies but was accused of being the mastermind behind the Gunpowder Plot. He was found guilty of treason and was hanged, drawn and quartered."
Abraham Ortelius (Ortels);1500;Cartographer, geographer and creator of the first modern atlas;['mw128038.jpg'];Sitter in 1 portrait
John Jegon;1500;Bishop of Norwich;['mw128857.jpg', 'mw128856.jpg'];Sitter in 2 portraits
John Calvin;1500;French theologian;['mw280086.jpg', 'mw280089.jpg', 'mw280090.jpg', 'mw125435.jpg', 'mw124183.jpg', 'mw116101.jpg', 'mw255697.jpg', 'mw280087.jpg', 'mw223439.jpg'];"Sitter in 9 portraits


Watch a film clip on the sitter from the BBC Archive in the Media section below"
Samuel Daniel;1500;Poet;['mw133309.jpg', 'mw133464.jpg', 'mw133463.jpg'];"Sitter in 3 portraits
As a poet and historian, Daniel was widely recognised as one of the leading writers of his time. In 1603, he was appointed master of the Queen's revels, and produced a series of masques for Anne of Denmark. His book on the history of the civil wars between the royal houses of Lancaster and York was one of his greatest literary achievements."
Guy Fawkes;1500;Gunpowder plot conspirator;['mw00381.jpg', 'mw133799.jpg', 'mw91014.jpg', 'mw80901.jpg', 'mw81947.jpg', 'mw133798.jpg', 'mw233892.jpg'];"Sitter in 7 portraits
Guy Fawkes was a member of a group of Roman Catholic revolutionaries who planned to carry out the Gunpowder plot. Their aim was to kill the king and most of the Protestant aristocracy by blowing up the Houses of Parliament during the state opening on 5 November 1605. Fawkes was by profession a soldier, who had fought for the armies of Catholic Spain in the Netherlands. He was recruited by Robert Catesby, the lead figure in devising the plan, because of his military experience. The plot was foiled shortly before its intended completion, as Fawkes was captured while guarding the gunpowder. On discovery, he was imprisoned in the Tower of London, tried for treason and executed.

More on Guy Fawkes: Tudor & Jacobean Portraits book in our Shops

Watch a film clip on the sitter from the BBC Archive in the Media section below"
Sir Henry Saville;1500;Scholar;['mw129336.jpg', 'mw198535.jpg', 'mw40328.jpg', 'mw40329.jpg'];Sitter in 4 portraits
Emmanuel Philibert, Duke of Savoy;1500;Duke of Savoy;['mw126809.jpg', 'mw139443.jpg', 'mw113807.jpg'];Sitter in 3 portraits
Robert Parsons;1500;Jesuit Missionary;['mw129143.jpg', 'mw126993.jpg', 'mw83440.jpg', 'mw125479.jpg', 'mw129137.jpg', 'mw129139.jpg', 'mw39852.jpg', 'mw129134.jpg', 'layout.jpg'];Sitter in 9 portraits
William Camden;1500;Antiquary and historian;['mw01017.jpg', 'mw133497.jpg', 'mw91076.jpg', 'mw91080.jpg', 'mw133495.jpg', 'mw91069.jpg', 'mw91070.jpg', 'mw80069.jpg', 'mw91065.jpg', 'mw91068.jpg', 'mw133496.jpg', 'mw91071.jpg', 'mw91083.jpg', 'mw133498.jpg', 'mw77712.jpg', 'mw91066.jpg', 'mw91086.jpg', 'mw75144.jpg', 'mw91067.jpg', 'mw136685.jpg'];"Sitter associated with 25 portraits
An important antiquary and historian, Camden was employed at Westminster School, becoming its headmaster in 1593. During his vacations he made tours around England, collecting antiquarian material for his books, including Britannia, first published in 1586. Among his other publications was a history of the reign of Elizabeth I up to 1589. Camden founded a chair of history at Oxford University."
King Edward VI;1500;Reigned 1547-53;['mw02031.jpg', 'mw02032.jpg', 'mw02033.jpg', 'mw07313.jpg', 'mw00459.jpg', 'mw136443.jpg', 'mw116085.jpg', 'mw125519.jpg', 'mw125606.jpg', 'mw89795.jpg', 'mw89796.jpg', 'mw79651.jpg', 'mw80463.jpg', 'mw139541.jpg', 'mw139544.jpg', 'mw89794.jpg', 'mw117986.jpg', 'mw75207.jpg', 'mw148528.jpg', 'mw125523.jpg'];"Sitter associated with 48 portraits
The only son of Henry VIII and his third wife Jane Seymour, Edward succeeded his father in 1547 aged nine. Scholarly and firmly Protestant, he ruled during his minority with the help of a council, but was dominated by the policies of his two Protestant Protectors, first Edward Seymour, Duke of Somerset and then John Dudley, Duke of Northumberland. The latter induced Edward to will the crown to Lady Jane Grey, in order to ensure the Protestant succession. Edward died of tuberculosis shortly before his sixteenth birthday.

More on King Edward VI: Tudor & Jacobean Portraits book in our Shops | Monarchs range in our Shops | Kings & Queens range in our Shops
Watch a film clip on the sitter from the BBC Archive in the Media section below"
Cuthbert Featherstone;1500;Crier to the King;['mw36053.jpg', 'mw36054.jpg'];Sitter in 2 portraits
Sir Edward Warren of Poynton, 1st Bt;1500;Landowner;['mw133507.jpg'];Sitter in 1 portrait
Sir John Warren;1500;of Poynton;['mw196841.jpg'];Sitter in 1 portrait
George Gascoigne;1500;Poet;['mw127504.jpg', 'mw126589.jpg', 'mw127499.jpg', 'mw127501.jpg', 'mw127495.jpg', 'mw62265.jpg'];Sitter in 6 portraits
George Baker;1500;Surgeon;['mw127453.jpg', 'mw127458.jpg', 'mw127459.jpg', 'mw127460.jpg', 'mw127461.jpg', 'mw35129.jpg'];Sitter in 6 portraits
Lucy (née Somerset), Lady Latimer;1500;Lady in waiting to Katherine Parr, wife of John Neville, 4th Baron Latimer;['mw252758.jpg'];Sitter in 1 portrait
Henry Stuart, Lord Darnley;1500;Second Consort of Mary, Queen of Scots;['mw01720.jpg', 'mw126491.jpg', 'mw126492.jpg', 'mw126493.jpg', 'mw35439.jpg', 'mw127876.jpg', 'mw17085.jpg', 'mw126496.jpg', 'mw126490.jpg', 'mw195004.jpg', 'mw127638.jpg', 'mw127910.jpg', 'mw196653.jpg', 'mw126497.jpg', 'mw126495.jpg', 'mw126228.jpg', 'mw126230.jpg', 'mw126409.jpg', 'mw191380.jpg', 'mw43231.jpg'];"Sitter associated with 25 portraits
Henry Stewart, Lord Darnley, was the first cousin and second husband of Mary, Queen of Scots, and the father of her son James VI of Scotland. He had claims to both the Scottish and English thrones and became aware of his inheritance and status from an early age. He married Mary, Queen of Scots in 1565 and their son, James, was born the following year. Darnley was implicated in the murder of Mary's secretary David Riccio and was himself murdered within two years of their marriage.

Watch a film clip on the sitter from the BBC Archive in the Media section below"
John Overall;1500;Bishop of Norwich;['mw128865.jpg', 'mw128866.jpg', 'mw253331.jpg', 'mw253333.jpg', 'mw253334.jpg', 'mw39814.jpg', 'mw39816.jpg', 'mw43430.jpg', 'mw66234.jpg', 'mw253337.jpg', 'mw128868.jpg', 'mw254416.jpg', 'mw254418.jpg', 'mw254419.jpg', 'mw39811.jpg', 'mw128863.jpg', 'layout.jpg', 'layout.jpg'];Sitter in 18 portraits
Sir Thomas Overbury;1500;Poet and courtier;['mw04790.jpg', 'mw133452.jpg', 'mw38482.jpg', 'mw142102.jpg', 'mw142104.jpg', 'mw35451.jpg', 'mw42386.jpg', 'mw123963.jpg', 'mw142111.jpg', 'mw142113.jpg', 'mw80981.jpg', 'mw144181.jpg', 'mw133462.jpg', 'mw40776.jpg', 'mw194023.jpg', 'mw205553.jpg', 'mw205580.jpg', 'layout.jpg'];"Sitter associated with 18 portraits
Poet and courtier; Overbury opposed the re-marriage of Frances Howard, Lady Essex to Robert Carr, Earl of Somerset to whom he was court adviser.

More on Sir Thomas Overbury: Tudor & Jacobean Portraits book in our Shops"
Robert Scarlett ('Old Scarlett');1500;Sexton of Peterborough Cathedral;['mw41880.jpg', 'mw81116.jpg', 'mw127752.jpg'];Sitter in 3 portraits
Gaspar Schets;1500;Antwerp financier;['mw272208.jpg', 'mw272209.jpg'];Sitter associated with 2 portraits
Lamoral, Count of Egmont and Prince of Gavre;1500;General and statesman;['mw140932.jpg', 'mw140931.jpg'];Sitter in 2 portraits
Elizabeth Dauncey (née More);1500;Second daughter of Sir Thomas More, wife of William Dauncey;['mw01734.jpg', 'mw200283.jpg', 'mw125160.jpg', 'mw200286.jpg', 'mw120756.jpg', 'mw35111.jpg', 'mw125156.jpg', 'mw200830.jpg', 'layout.jpg'];Sitter in 9 portraits
Jean Daurat (Dorat);1500;Poet;['mw196455.jpg'];Sitter in 1 portrait
Ferdinand I, Holy Roman Emperor;1500;Holy Roman Emperor 1556-64;['mw125295.jpg', 'mw125298.jpg', 'mw124748.jpg'];Sitter in 3 portraits
John Jewel;1500;Bishop of Salisbury;['mw03470.jpg', 'mw144204.jpg', 'mw144205.jpg', 'mw126761.jpg', 'mw144202.jpg', 'mw144203.jpg', 'mw144201.jpg', 'mw126759.jpg', 'mw144193.jpg', 'mw126763.jpg', 'mw126758.jpg', 'mw126762.jpg', 'mw126766.jpg', 'mw194906.jpg'];"Sitter associated with 14 portraits
Jewel, a learned churchman, was a fervent advocate of the Reformation, and fled England during Mary's reign to escape persecution. He returned in 1559 and was made Bishop of Salisbury. Jewel published the first methodical statement of the position of the English church against the church of Rome, Apologia pro Ecclesia Anglicana, and a number of other works defending Anglicanism."
